S.No,Name of City,lat,lng
755,Rameshwaram,9.27284,79.30895
756,Tasgaon,17.03664,74.5999
757,Sikandra Rao,27.69208,78.37258
758,Sihora,23.43185,80.08623
759,Tiruvethipuram,12.66671,79.53986
760,Tiruvuru,17.09732,80.61572
761,Mehkar,20.15012,76.57118
762,Peringathur,11.71842,75.57739
763,Perambalur,11.2341,78.88024
764,Manvi,15.99917,77.04235
765,Zunheboto,26.00609,94.48895
766,Mahnar Bazar,25.62822,85.42866
767,Attingal,8.69575,76.81653
768,Shahbad,25.15163,77.01861
769,Puranpur,28.5113,80.14777
770,Nelamangala,13.10048,77.39093
771,Nakodar,31.12422,75.47626
772,Lunawada,23.12645,73.60873
773,Murshidabad,24.17314,88.23203
774,Mahe,11.69938,75.53452
775,Lanka,25.91815,92.95672
776,Rudauli,26.74881,81.74679
777,Tuensang,26.23347,94.81149
778,Lakshmeshwar,15.12733,75.46773
779,Zira,30.97012,74.9841
780,Yawal,21.17036,75.70106
781,Thana Bhawan,29.58835,77.42046
782,Ramdurg,15.9453,75.29679
783,Pulgaon,20.7243,78.3232
784,Sadasivpet,17.61578,77.95059
785,Nargund,15.71939,75.38649
786,Neem-Ka-Thana,27.73665,75.77572
787,Memari,23.17038,88.09653
788,Nilanga,18.12975,76.74882
789,Naharlagun,27.10838,93.69792
790,Pakaur,24.63681,87.84718
791,Wai,17.94736,73.88801
792,Tarikere,13.70831,75.81793
793,Malavalli,12.38213,77.06132
794,Raisen,23.33011,77.78448
795,Lahar,26.18934,78.94518
796,Uravakonda,14.94258,77.25811
797,Savanur,14.97405,75.33926
798,Sirohi,24.8903,72.85645
799,Udhampur,32.91978,75.1284
800,Umarga,17.83723,76.62664
801,Pratapgarh,25.89549,81.94783
802,Lingsugur,16.15657,76.52502
803,Usilampatti,9.966,77.78891
804,Palia Kalan,28.42542,80.57853
805,Wokha,26.09274,94.25621
806,Rajpipla,21.87437,73.50254
807,Vijayapura,16.8282,75.71352
808,Rawatbhata,24.93497,75.59062
809,Sangaria,29.79515,74.46602
810,Paithan,19.47498,75.38533
811,Rahuri,19.39094,74.64771
812,Patti,38.13852,14.96667
813,Zaidpur,26.82961,81.32559
814,Lalsot,26.56345,76.32965
815,Maihar,24.25997,80.7621
816,Vedaranyam,10.40463,79.80447
817,Nawapur,21.1613,73.79405
818,Solan,30.91888,77.09764
819,Vapi,20.37172,72.90909
820,Sanawad,22.17735,76.06957
821,Warisaliganj,25.01235,85.63931
822,Revelganj,25.7801,84.66734
823,Sabalgarh,26.25038,77.40993
824,Tuljapur,18.01376,76.07125
825,Simdega,22.61049,84.50165
826,Musabani,22.51473,86.45812
827,Kodungallur,10.22031,76.19682
828,Phulabani,20.547,84.3055
829,Umreth,22.70434,73.11662
830,Narsipatnam,17.6668,82.6095
831,Nautanwa,27.42922,83.42065
832,Rajgir,25.02756,85.42374
833,Yellandu,17.59099,80.32066
834,Sathyamangalam,11.50521,77.24621
835,Pilibanga,29.48972,74.07711
836,Morshi,21.32977,78.01173
837,Pehowa,29.98068,76.58503
838,Sonepur,25.70599,85.1492
839,Pappinisseri,11.94129,75.35299
840,Zamania,25.41793,83.56159
841,Mihijam,23.86829,86.87194
842,Purna,19.18354,77.03009
843,Puliyankudi,9.17404,77.3954
844,"Shikarpur, Bulandshahr",28.07056,78.12227
845,Umaria,23.55376,80.97219
846,Porsa,26.67194,78.37053
847,Naugawan Sadat,29.0115,78.40237
848,Fatehpur Sikri,24.60243,85.17903
849,Manuguru,17.93089,80.81297
850,Udaipur,24.58702,73.69845
851,Pipar City,26.38299,73.54039
852,Pattamundai,20.58345,86.56196
853,Nanjikottai,10.73666,79.13105
854,Taranagar,28.67138,75.0321
855,Yerraguntla,14.63695,78.54145
856,Satana,24.5761,80.80066
857,Sherghati,24.56779,84.80039
858,Sankeshwara,16.25961,74.48552
859,Madikeri,12.424,75.73172
860,Thuraiyur,11.14506,78.59346
861,Sanand,22.98842,72.38665
862,Rajula,21.0389,71.44489
863,Kyathampalle,18.92853,79.47614
864,"Shahabad, Rampur",28.56336,79.01112
865,Tilda Newra,21.5554,81.79175
866,Narsinghgarh,23.71013,77.08988
867,Chittur-Thathamangalam,10.68358,76.71208
868,Malaj Khand,22.05147,80.71523
869,Sarangpur,23.57255,76.47336
870,Robertsganj,24.68824,83.06501
871,Sirkali,11.22454,79.73857
872,Radhanpur,23.82961,71.61457
873,Tiruchendur,8.49639,78.12185
874,Utraula,27.31009,82.41349
875,Patratu,23.63569,85.29585
876,"Vijainagar, Ajmer",25.92903,74.6477
877,Periyasemur,11.36383,77.6924
878,Pathri,19.26194,76.43659
879,Sadabad,27.44118,78.03732
880,Talikota,16.47715,76.30763
881,Sinnar,19.84369,73.99385
882,Mungeli,22.06622,81.68623
883,Sedam,17.17459,77.27953
884,Shikaripur,27.95571,68.64851
885,Sumerpur,25.14547,73.08961
886,Sattur,9.35458,77.91977
887,Sugauli,26.76212,84.74339
888,Lumding,25.75079,93.17871
889,Vandavasi,12.50697,79.60343
890,Titlagarh,20.2901,83.1512
891,Uchgaon,16.6938,74.26671
892,Mokokchung,26.47961,94.53792
893,Paschim Punropara,24.59284,88.00528
894,Sagwara,23.66382,74.0111
895,Ramganj Mandi,24.64618,75.94528
896,Tarakeswar,22.88305,88.01429
897,Mahalingapura,10.66932,77.01975
898,Dharmanagar,24.37691,92.16067
899,Mahemdabad,25.35987,85.70267
900,Manendragarh,23.21327,82.19355
901,Uran,18.87875,72.93932
902,Tharamangalam,11.69446,77.96649
903,Tirukkoyilur,11.96698,79.20603
904,Pen,18.7349,73.09258
905,Makhdumpur,25.07054,84.97178
906,Maner,25.65063,84.88832
907,Oddanchatram,10.48631,77.7477
908,Palladam,10.99379,77.2831
909,Mundi,22.06582,76.49361
910,Nabarangapur,19.23348,82.54784
911,Mudalagi,16.33749,74.96763
912,Samalkha,29.24172,77.00433
913,Nepanagar,21.44848,76.44228
914,Karjat,18.91851,73.31978
915,Ranavav,21.69861,69.7208
916,Pedana,16.29519,81.20337
917,Pinjore,30.79929,76.91378
918,Lakheri,25.66762,76.18959
919,Pasan,1.02335,124.75164
920,Puttur,12.76191,75.2027
921,Vadakkuvalliyur,8.38484,77.60969
922,Tirukalukundram,12.60976,80.05686
923,Mahidpur,23.48766,75.6592
924,Mussoorie,30.45543,78.0739
925,Muvattupuzha,9.9823,76.57947
926,Rasra,25.86138,83.85687
927,Udaipurwati,27.74191,75.46985
928,Manwath,19.29953,76.49418
929,Adoor,9.15348,76.7338
930,Uthamapalayam,9.80547,77.33392
931,Partur,19.59016,76.2127
932,Nahan,30.5603,77.29561
933,Ladwa,29.99551,77.04882
934,Mankachar,25.53538,89.86204
935,Nongstoin,25.51965,91.26728
936,Losal,27.40027,74.9179
937,Sri Madhopur,27.46489,75.59784
938,Ramngarh,26.94762,75.84881
939,Mavelikkara,9.25135,76.54142
940,Rawatsar,29.26438,74.4032
941,Rajakhera,26.89843,78.16978
942,Lar,34.21736,74.76563
943,Lal Gopalganj Nindaura,25.63266,81.62128
944,Muddebihal,16.33671,76.13352
945,Sirsaganj,27.05678,78.68585
946,Shahpura,27.38515,75.96482
947,Surandai,8.97712,77.42018
948,Sangole,17.44271,75.19539
949,Pavagada,14.09845,77.28138
950,Tharad,24.39087,71.62939
951,Mansa,23.42609,72.65793
952,Umbergaon,20.19508,72.75157
953,Mavoor,11.26148,75.95392
954,Nalbari,26.4446,91.43824
955,Talaja,21.3516,72.03647
956,Malur,13.00526,77.93855
957,Mangrulpir,20.31249,77.34093
958,Soro,55.43279,11.55633
959,Shahpura,27.38515,75.96482
960,Vadnagar,23.78741,72.63354
961,Raisinghnagar,29.53306,73.45105
962,Sindhagi,16.91621,76.23033
963,Sanduru,15.0877,76.54555
964,Sohna,28.24964,77.07484
965,Manavadar,21.49769,70.1376
966,Pihani,27.62505,80.20114
967,Safidon,29.40251,76.65895
968,Risod,19.97806,76.79164
969,Rosera,25.75298,86.02793
970,Sankari,11.47885,77.87927
971,Malpura,26.2938,75.37245
972,Sonamukhi,23.30413,87.41593
973,"Shamsabad, Agra",27.01427,78.1211
974,Nokha,27.55792,73.47387
975,PandUrban Agglomeration,38.89037,-77.03196
976,Mainaguri,26.56688,88.8192
977,Afzalpur,17.20308,76.3593
978,Shirur,18.8278,74.37386
979,Salaya,13.82902,100.29305
980,Shenkottai,8.97575,77.24901
981,Pratapgarh,25.89549,81.94783
982,Vadipatti,10.08358,77.96528
983,Nagarkurnool,16.48687,78.31276
984,Savner,21.38685,78.92143
985,Sasvad,18.34735,74.02899
986,Rudrapur,28.98111,79.40148
987,Soron,27.88606,78.74526
988,Sholingur,13.10451,79.42543
989,Pandharkaoda,20.02438,78.54677
990,Perumbavoor,10.11556,76.47576
991,Maddur,12.58457,77.04221
992,Nadbai,27.21387,77.20326
993,Talode,21.56314,74.21605
994,Shrigonda,18.61214,74.69947
995,Madhugiri,13.66122,77.21666
996,Tekkalakote,15.53458,76.87832
997,Seoni-Malwa,22.45164,77.46592
998,Shirdi,19.76523,74.47416
999,SUrban Agglomerationr,48.94274,4.30977
1000,Terdal,16.49516,75.05081
1001,Raver,21.24331,76.03385
1002,Tirupathur,12.49519,78.56801
1003,Taraori,29.80222,76.94371
1004,Mukhed,18.70776,77.36679
1005,Manachanallur,10.91527,78.70086
1006,Rehli,23.63491,79.06129
1007,Sanchore,24.75356,71.78022
1008,Rajura,19.77912,79.36565
1009,Piro,25.32844,84.40264
1010,Mudabidri,13.06612,74.99087
1011,Vadgaon Kasba,16.836,74.31247
1012,Nagar,19.05626,74.8207
1013,Vijapur,23.56257,72.74409
1014,Viswanatham,9.43347,77.82345
1015,Polur,12.51092,79.12697
1016,Panagudi,8.3246,77.57922
1017,Manawar,22.2375,75.08742
1018,Tehri,30.38218,78.44354
1019,Samdhan,27.13687,79.70285
1020,Pardi,20.51236,72.94843
1021,Rahatgarh,23.7894,78.39541
1022,Panagar,23.28565,79.9948
1023,Uthiramerur,12.6152,79.75892
1024,Tirora,21.4102,79.92809
1025,Rangia,26.43907,91.6177
1026,Sahjanwa,26.76043,83.21427
1027,Wara Seoni,21.76737,80.05706
1028,Magadi,12.9566,77.22731
1029,Rajgarh (Alwar),27.23606,76.62105
1030,Rafiganj,24.81931,84.63558
1031,Tarana,23.33432,76.04144
1032,Rampur Maniharan,29.7169,77.42488
1033,Sheoganj,25.14188,73.05686
1034,Raikot,30.65232,75.59752
1035,Pauri,30.15139,78.77381
1036,Sumerpur,25.14547,73.08961
1037,Navalgund,15.55571,75.35433
1038,Shahganj,26.05905,82.67823
1039,Marhaura,25.97151,84.85659
1040,Tulsipur,28.15346,82.31172
1041,Sadri,25.18657,73.45486
1042,Thiruthuraipoondi,10.53626,79.63478
1043,Shiggaon,14.99195,75.21942
1044,Pallapatti,11.66089,78.13457
1045,Mahendragarh,28.27141,76.15097
1046,Sausar,21.6536,78.80031
1047,Ponneri,13.3281,80.19742
1048,Mahad,18.08124,73.42205
1049,Lohardaga,23.43979,84.68418
1050,Tirwaganj,26.96023,79.79009
1051,Margherita,27.28622,95.67015
1052,Sundarnagar,31.53753,76.89308
1053,Rajgarh,27.23606,76.62105
1054,Mangaldoi,26.43656,92.02773
1055,Renigunta,13.62931,79.51443
1056,Longowal,30.19602,75.67873
1057,Ratia,29.68206,75.57116
1058,Lalgudi,10.87859,78.81705
1059,Shrirangapattana,38.89037,-77.03196
1060,Niwari,25.34976,78.8045
1061,Natham,10.22601,78.22889
1062,Unnamalaikadai,8.3064,77.23974
1063,PurqUrban Agglomerationzi,38.89037,-77.03196
1064,"Shamsabad, Farrukhabad",27.53497,79.43678
1065,Mirganj,28.54815,79.20709
1066,Todaraisingh,26.02391,75.48261
1067,Warhapur,21.32927,78.15102
1068,Rajam,18.45106,83.65037
1069,Urmar Tanda,31.67526,75.63714
1070,Lonar,19.98453,76.52326
1071,Powayan,28.06728,80.09707
1072,P.N.Patti,11.80699,77.82626
1073,Palampur,32.11973,76.53641
1074,Srisailam Project (Right Flank Colony) Township,17.26119,78.4754
1075,Sindagi,18.73685,77.04017
1076,Sandi,36.5947,37.67145
1077,Vaikom,9.74928,76.39669
1078,Malda,41.55083,1.03986
1079,Tharangambadi,11.0272,79.85021
1080,Sakaleshapura,12.94085,75.78161
1081,Lalganj,25.01621,82.35861
1082,Malkangiri,18.35906,81.88701
1083,Rapar,23.57407,70.64712
1084,Mauganj,24.59214,81.78329
1085,Todabhim,26.91685,76.81406
1086,Srinivaspur,13.33798,78.21056
1087,Murliganj,25.89882,86.99291
1088,Reengus,27.3735,75.56439
1089,Sawantwadi,15.90062,73.82283
1090,Tittakudi,11.40079,79.12525
1091,Lilong,24.6815,93.95496
1092,Rajaldesar,28.02699,74.47333
1093,Pathardi,19.17696,75.17458
1094,Achhnera,27.18141,77.75811
1095,Pacode,8.32748,77.22834
1096,Naraura,28.19874,78.38095
1097,Nakur,29.91888,77.30765
1098,Palai,-24.25515,-65.19747
1099,"Morinda, India",30.79417,76.49845
1100,Manasa,23.42609,72.65793
1101,Nainpur,22.42903,80.10546
1102,Sahaspur,29.12249,78.61617
1103,Pauni,20.7926,79.63236
1104,Prithvipur,25.2074,78.7496
1105,Ramtek,21.39508,79.31719
1106,Silapathar,27.59079,94.72457
1107,Songadh,21.16778,73.56559
1108,Safipur,26.74076,80.34892
1109,Sohagpur,23.29373,81.4097
1110,Mul,20.06378,79.67164
1111,Sadulshahar,29.9109,74.17591
1112,Phillaur,31.02304,75.78869
1113,Sambhar,26.91012,75.1859
1114,Prantij,23.43704,72.85725
1115,Nagla,27.89069,78.06008
1116,Pattran,16.14523,81.0449
1117,Mount Abu,24.59147,72.70995
1118,Reoti,25.84559,84.37804
1119,Tenu dam-cum-Kathhara,23.72483,85.84967
1120,Panchla,22.53619,88.13912
1121,Sitarganj,28.92187,79.70886
1122,Pasighat,28.06697,95.3268
1123,Motipur,28.24653,81.51754
1124,O' Valley,53.82739,-1.77341
1125,Raghunathpur,23.54085,86.67125
1126,Suriyampalayam,11.39603,77.6846
1127,Qadian,31.82191,75.37943
1128,Rairangpur,22.24231,86.23928
1129,Silvassa,20.26761,73.00657
1130,Nowrozabad (Khodargama),23.35651,80.98415
1131,Mangrol,21.47978,72.97848
1132,Soyagaon,20.59129,75.6143
1133,Sujanpur,32.31236,75.60136
1134,Manihari,25.34441,87.62346
1135,Sikanderpur,26.04269,84.04747
1136,Mangalvedhe,17.51465,75.44983
1137,Phulera,26.87506,75.23995
1138,Ron,15.69773,75.73268
1139,Sholavandan,10.02065,77.96112
1140,Saidpur,25.54138,83.22615
1141,Shamgarh,24.18851,75.63752
1142,Thammampatti,11.44455,78.48608
1143,Maharajpur,25.01858,79.72746
1144,Multai,21.77504,78.26093
1145,Mukerian,31.95173,75.61246
1146,Sirsi,14.6208,74.83325
1147,Purwa,26.45756,80.77633
1148,Sheohar,26.51373,85.29451
1149,Namagiripettai,11.45684,78.26842
1150,Parasi,25.19216,84.56825
1151,Lathi,21.72893,71.38828
1152,Lalganj,25.01621,82.35861
1153,Narkhed,21.46908,78.52944
1154,Mathabhanga,26.34071,89.20665
1155,Shendurjana,21.52078,78.29336
1156,Peravurani,10.29126,79.19104
1157,Mariani,26.65504,94.3156
1158,Phulpur,25.55278,82.08687
1159,Rania,29.52096,74.83707
1160,Pali,25.78886,73.3286
1161,Pachore,23.71711,76.73393
1162,Parangipettai,11.49646,79.76024
1163,Pudupattinam,10.76609,79.16576
1164,Panniyannur,11.73184,75.54513
1165,Maharajganj,27.14449,83.56236
1166,Rau,22.62829,75.80483
1167,Monoharpur,27.30432,75.95401
1168,Mandawa,28.05488,75.14751
1169,Marigaon,26.25213,92.34157
1170,Pallikonda,12.90462,78.9405
1171,Pindwara,24.79252,73.04564
1172,Shishgarh,28.72925,79.31555
1173,Patur,20.46068,76.9389
1174,Mayang Imphal,24.61739,93.88886
1175,Mhowgaon,22.56384,75.75818
1176,Guruvayoor,10.59527,76.03986
1177,Mhaswad,17.63562,74.78557
1178,Sahawar,27.79374,78.8318
1179,Sivagiri,9.34357,77.43025
1180,Mundargi,15.20854,75.88487
1181,Punjaipugalur,11.07472,78.00814
1182,Kailasahar,24.3183,92.00302
1183,Samthar,25.84609,78.90815
1184,Sakti,22.0231,82.9598
1185,Sadalagi,16.67052,75.34924
1186,Silao,20.94334,-101.42694
1187,Mandalgarh,25.19394,75.07027
1188,Loha,18.95576,77.12296
1189,Pukhrayan,26.22067,79.83585
1190,Padmanabhapuram,8.24168,77.31962
1191,Belonia,23.24987,91.46732
1192,Saiha,22.49006,92.98032
1193,Srirampore,12.99012,77.56656
1194,Talwara,31.94368,75.87603
1195,Puthuppally,9.14724,76.49047
1196,Khowai,24.07104,91.6023
1197,Vijaypur,26.05304,77.36964
1198,Takhatgarh,25.32158,73.00165
1199,Thirupuvanam,10.98876,79.43522
1200,Adra,36.74743,-3.02098
1201,Piriyapatna,12.33761,76.09651
1202,Obra,24.8902,84.37176
1203,Adalaj,23.16914,72.5824
1204,Nandgaon,20.3074,74.65824
1205,Barh,25.46497,85.70828
1206,Chhapra,25.78194,84.743
1207,Panamattom,9.6061,76.73805
1208,Niwai,26.36238,75.92653
1209,Bageshwar,29.83572,79.77163
1210,Tarbha,20.73252,83.67521
1211,Adyar,13.00303,80.25187
1212,Narsinghgarh,23.71013,77.08988
1213,Warud,21.47677,78.26783
1214,Asarganj,25.17508,86.64825
1215,Sarsod,25.68458,75.65414
,,6.48812,2.6138
"For more information, kindly visit :  www.downloadexcelfiles.com ",,6.48812,2.6138
